MeterCode,Serial,PlantCode,DateTime,Quality,Stream,DataType,Energy,Units
212621147,212621147,ED011300245,14/09/2018 2:30,A,K1,Import varh Total,187.4,kvarh
212621147,212621147,ED011300245,14/09/2018 3:00,A,K1,Import varh Total,174,kvarh
212621147,212621147,ED011300245,14/09/2018 3:30,A,K1,Import varh Total,180.1,kvarh
212621147,212621147,ED011300245,14/09/2018 4:00,A,K1,Import varh Total,165.6,kvarh
212621147,212621147,ED011300245,14/09/2018 4:30,A,K1,Import varh Total,106.9,kvarh
212621147,212621147,ED011300245,12/09/2018 5:00,A,E1,Export Wh Total,106.1,kwh
212621147,212621147,ED011300245,12/09/2018 5:30,A,E1,Export Wh Total,180.5,kwh
212621147,212621147,ED011300245,12/09/2018 6:00,A,E1,Export Wh Total,176.9,kwh
212621147,212621147,ED011300245,12/09/2018 6:30,A,E1,Export Wh Total,120.5,kwh
212621147,212621147,ED011300245,12/09/2018 7:00,A,E1,Export Wh Total,130.6,kwh
212621147,212621147,ED011300245,12/09/2018 7:30,A,E1,Export Wh Total,124.5,kwh
212621147,212621147,ED011300245,12/09/2018 8:00,A,E1,Export Wh Total,165.9,kwh
212621147,212621147,ED011300245,12/09/2018 8:30,A,E1,Export Wh Total,135.4,kwh
212621147,212621147,ED011300245,12/09/2018 9:00,A,E1,Export Wh Total,111.9,kwh
212621147,212621147,ED011300245,12/09/2018 9:30,A,E1,Export Wh Total,103.4,kwh
212621147,212621147,ED011300245,12/09/2018 10:00,A,E1,Export Wh Total,122.6,kwh
212621147,212621147,ED011300245,12/09/2018 10:30,A,E1,Export Wh Total,171.7,kwh
212621147,212621147,ED011300245,12/09/2018 11:00,A,E1,Export Wh Total,186.2,kwh
212621147,212621147,ED011300245,12/09/2018 11:30,A,E1,Export Wh Total,106.6,kwh
212621147,212621147,ED011300245,12/09/2018 12:00,A,E1,Export Wh Total,175.6,kwh
212621147,212621147,ED011300245,12/09/2018 12:30,A,E1,Export Wh Total,176,kwh
212621147,212621147,ED011300245,12/09/2018 13:00,A,E1,Export Wh Total,180.6,kwh
212621147,212621147,ED011300245,12/09/2018 13:30,A,E1,Export Wh Total,131.4,kwh
212621147,212621147,ED011300245,12/09/2018 14:00,A,E1,Export Wh Total,194.9,kwh
212621147,212621147,ED011300245,12/09/2018 14:30,A,E1,Export Wh Total,160.9,kwh
212621147,212621147,ED011300245,12/09/2018 15:00,A,E1,Export Wh Total,102.3,kwh
212621147,212621147,ED011300245,12/09/2018 15:30,A,E1,Export Wh Total,184.8,kwh
212621147,212621147,ED011300245,12/09/2018 16:00,A,E1,Export Wh Total,151.8,kwh
212621147,212621147,ED011300245,12/09/2018 16:30,A,E1,Export Wh Total,171.3,kwh
212621147,212621147,ED011300245,12/09/2018 17:00,A,E1,Export Wh Total,183.5,kwh
212621147,212621147,ED011300245,12/09/2018 17:30,A,E1,Export Wh Total,174.3,kwh
212621147,212621147,ED011300245,12/09/2018 18:00,A,E1,Export Wh Total,136.1,kwh
212621147,212621147,ED011300245,12/09/2018 18:30,A,E1,Export Wh Total,145.7,kwh
212621147,212621147,ED011300245,12/09/2018 19:00,A,E1,Export Wh Total,144.7,kwh
212621147,212621147,ED011300245,12/09/2018 19:30,A,E1,Export Wh Total,162.4,kwh
212621147,212621147,ED011300245,12/09/2018 20:00,A,E1,Export Wh Total,108.2,kwh
212621147,212621147,ED011300245,12/09/2018 20:30,A,E1,Export Wh Total,171,kwh
212621147,212621147,ED011300245,12/09/2018 21:00,A,E1,Export Wh Total,101.9,kwh
212621147,212621147,ED011300245,12/09/2018 21:30,A,E1,Export Wh Total,156.9,kwh
212621147,212621147,ED011300245,12/09/2018 22:00,A,E1,Export Wh Total,111.5,kwh
212621147,212621147,ED011300245,12/09/2018 22:30,A,E1,Export Wh Total,110.6,kwh
212621147,212621147,ED011300245,12/09/2018 23:00,A,E1,Export Wh Total,159.1,kwh
212621147,212621147,ED011300245,12/09/2018 23:30,A,E1,Export Wh Total,141.1,kwh
212621147,212621147,ED011300245,13/09/2018 0:00,A,E1,Export Wh Total,104.7,kwh
212621147,212621147,ED011300245,13/09/2018 0:30,A,E1,Export Wh Total,197.3,kwh
212621147,212621147,ED011300245,13/09/2018 1:00,A,E1,Export Wh Total,122.5,kwh
212621147,212621147,ED011300245,13/09/2018 1:30,A,E1,Export Wh Total,189.7,kwh
212621147,212621147,ED011300245,13/09/2018 2:00,A,E1,Export Wh Total,137.6,kwh
212621147,212621147,ED011300245,13/09/2018 2:30,A,E1,Export Wh Total,138.4,kwh
212621147,212621147,ED011300245,13/09/2018 3:00,A,E1,Export Wh Total,194.1,kwh
212621147,212621147,ED011300245,13/09/2018 3:30,A,E1,Export Wh Total,135.2,kwh
212621147,212621147,ED011300245,13/09/2018 4:00,A,E1,Export Wh Total,114.5,kwh
212621147,212621147,ED011300245,13/09/2018 4:30,A,E1,Export Wh Total,108.5,kwh
212621147,212621147,ED011300245,13/09/2018 5:00,A,E1,Export Wh Total,163,kwh
212621147,212621147,ED011300245,13/09/2018 5:30,A,E1,Export Wh Total,145.4,kwh
212621147,212621147,ED011300245,13/09/2018 6:00,A,E1,Export Wh Total,146.9,kwh
212621147,212621147,ED011300245,13/09/2018 6:30,A,E1,Export Wh Total,158.5,kwh
212621147,212621147,ED011300245,13/09/2018 7:00,A,E1,Export Wh Total,187,kwh
212621147,212621147,ED011300245,13/09/2018 7:30,A,E1,Export Wh Total,191.8,kwh
212621147,212621147,ED011300245,13/09/2018 8:00,A,E1,Export Wh Total,121.6,kwh
212621147,212621147,ED011300245,13/09/2018 8:30,A,E1,Export Wh Total,187.6,kwh
212621147,212621147,ED011300245,13/09/2018 9:00,A,E1,Export Wh Total,131.7,kwh
212621147,212621147,ED011300245,13/09/2018 9:30,A,E1,Export Wh Total,180.7,kwh
212621147,212621147,ED011300245,13/09/2018 10:00,A,E1,Export Wh Total,163.7,kwh
212621147,212621147,ED011300245,13/09/2018 10:30,A,E1,Export Wh Total,141.1,kwh
212621147,212621147,ED011300245,13/09/2018 11:00,A,E1,Export Wh Total,172.7,kwh
212621147,212621147,ED011300245,13/09/2018 11:30,A,E1,Export Wh Total,130.5,kwh
212621147,212621147,ED011300245,13/09/2018 12:00,A,E1,Export Wh Total,168.7,kwh
212621147,212621147,ED011300245,13/09/2018 12:30,A,E1,Export Wh Total,127,kwh
212621147,212621147,ED011300245,13/09/2018 13:00,A,E1,Export Wh Total,191.2,kwh
212621147,212621147,ED011300245,13/09/2018 13:30,A,E1,Export Wh Total,165.3,kwh
212621147,212621147,ED011300245,13/09/2018 14:00,A,E1,Export Wh Total,151.1,kwh
212621147,212621147,ED011300245,13/09/2018 14:30,A,E1,Export Wh Total,162,kwh
212621147,212621147,ED011300245,13/09/2018 15:00,A,E1,Export Wh Total,124.2,kwh
212621147,212621147,ED011300245,13/09/2018 15:30,A,E1,Export Wh Total,171.2,kwh
212621147,212621147,ED011300245,13/09/2018 16:00,A,E1,Export Wh Total,135.9,kwh
212621147,212621147,ED011300245,13/09/2018 16:30,A,E1,Export Wh Total,130.4,kwh
212621147,212621147,ED011300245,13/09/2018 17:00,A,E1,Export Wh Total,145.7,kwh
212621147,212621147,ED011300245,13/09/2018 17:30,A,E1,Export Wh Total,171.3,kwh
212621147,212621147,ED011300245,13/09/2018 18:00,A,E1,Export Wh Total,101.1,kwh
212621147,212621147,ED011300245,13/09/2018 18:30,A,E1,Export Wh Total,101.9,kwh
212621147,212621147,ED011300245,13/09/2018 19:00,A,E1,Export Wh Total,146.6,kwh
212621147,212621147,ED011300245,13/09/2018 19:30,A,E1,Export Wh Total,143.7,kwh
212621147,212621147,ED011300245,13/09/2018 20:00,A,E1,Export Wh Total,128.6,kwh
212621147,212621147,ED011300245,13/09/2018 20:30,A,E1,Export Wh Total,124.7,kwh
212621147,212621147,ED011300245,13/09/2018 21:00,A,E1,Export Wh Total,146.3,kwh
212621147,212621147,ED011300245,13/09/2018 21:30,A,E1,Export Wh Total,111.5,kwh
212621147,212621147,ED011300245,13/09/2018 22:00,A,E1,Export Wh Total,188,kwh
212621147,212621147,ED011300245,13/09/2018 22:30,A,E1,Export Wh Total,113,kwh
212621147,212621147,ED011300245,13/09/2018 23:00,A,E1,Export Wh Total,175.5,kwh
212621147,212621147,ED011300245,13/09/2018 23:30,A,E1,Export Wh Total,110.3,kwh
212621147,212621147,ED011300245,14/09/2018 0:00,A,E1,Export Wh Total,142.1,kwh
212621147,212621147,ED011300245,14/09/2018 0:30,A,E1,Export Wh Total,118.7,kwh
212621147,212621147,ED011300245,14/09/2018 1:00,A,E1,Export Wh Total,125.2,kwh
212621147,212621147,ED011300245,14/09/2018 1:30,A,E1,Export Wh Total,126.8,kwh
212621147,212621147,ED011300245,14/09/2018 2:00,A,E1,Export Wh Total,152.4,kwh
212621147,212621147,ED011300245,14/09/2018 2:30,A,E1,Export Wh Total,175.9,kwh
212621147,212621147,ED011300245,14/09/2018 3:00,A,E1,Export Wh Total,109.6,kwh
212621147,212621147,ED011300245,14/09/2018 3:30,A,E1,Export Wh Total,152.2,kwh
212621147,212621147,ED011300245,14/09/2018 4:00,A,E1,Export Wh Total,183.3,kwh
212621147,212621147,ED011300245,14/09/2018 4:30,A,E1,Export Wh Total,112.2,kwh
212621147,212621147,ED011300245,12/09/2018 5:00,A,Q1,Export varh Total,123.2,kvarh
212621147,212621147,ED011300245,12/09/2018 5:30,A,Q1,Export varh Total,121.9,kvarh
212621147,212621147,ED011300245,12/09/2018 6:00,A,Q1,Export varh Total,101,kvarh
212621147,212621147,ED011300245,12/09/2018 6:30,A,Q1,Export varh Total,158.3,kvarh
212621147,212621147,ED011300245,12/09/2018 7:00,A,Q1,Export varh Total,141.5,kvarh
212621147,212621147,ED011300245,12/09/2018 7:30,A,Q1,Export varh Total,171.2,kvarh
212621147,212621147,ED011300245,12/09/2018 8:00,A,Q1,Export varh Total,114.2,kvarh
212621147,212621147,ED011300245,12/09/2018 8:30,A,Q1,Export varh Total,189.5,kvarh
212621147,212621147,ED011300245,12/09/2018 9:00,A,Q1,Export varh Total,143.1,kvarh
212621147,212621147,ED011300245,12/09/2018 9:30,A,Q1,Export varh Total,190.7,kvarh
212621147,212621147,ED011300245,12/09/2018 10:00,A,Q1,Export varh Total,125.8,kvarh
212621147,212621147,ED011300245,12/09/2018 10:30,A,Q1,Export varh Total,154,kvarh
212621147,212621147,ED011300245,12/09/2018 11:00,A,Q1,Export varh Total,142.7,kvarh
212621147,212621147,ED011300245,12/09/2018 11:30,A,Q1,Export varh Total,142.8,kvarh
212621147,212621147,ED011300245,12/09/2018 12:00,A,Q1,Export varh Total,199.7,kvarh
